x,y,z,speed,acceleration,curvature,curvature_change_rate,time,theta,gear,s,throttle,brake,steering
0.858607, 0.7357, -28.367020, 0.216667, 0.887545, 0.022767, -0.017740, 1496957374.614000, 2.834701, 1.000000, 0.002167, 22.015717, 13.693446, 12.638298
0.855147, 0.73686, -28.367176, 0.216667, 0.913475, 0.022767, 0.000000, 1496957374.624600, 2.834818, 1.000000, 0.004333, 22.015717, 13.675136, 12.638298
0.851608, 0.73803, -28.367333, 0.252778, 0.884692, 0.022690, -0.030410, 1496957374.634200, 2.834939, 1.000000, 0.006861, 22.102694, 13.675136, 12.595745
0.847987, 0.73924, -28.367502, 0.252778, 0.874161, 0.022690, 0.000000, 1496957374.643800, 2.835011, 1.000000, 0.009389, 22.102694, 13.723965, 12.595745
0.84427, 0.74047, -28.367668, 0.283333, 0.934227, 0.022652, -0.013566, 1496957374.654300, 2.835118, 1.000000, 0.012222, 22.102694, 13.723965, 12.574468
0.840443, 0.74175, -28.367820, 0.283333, 1.034661, 0.022652, 0.000000, 1496957374.663900, 2.835242, 1.000000, 0.015056, 22.102694, 13.650721, 12.574468
0.836527, 0.74305, -28.367978, 0.311111, 1.022756, 0.022575, -0.024707, 1496957374.674500, 2.835355, 1.000000, 0.018167, 22.114901, 13.650721, 12.531915
0.832523, 0.74437, -28.368154, 0.311111, 0.965700, 0.022575, 0.000000, 1496957374.684100, 2.835467, 1.000000, 0.021278, 22.114901, 13.653772, 12.531915
0.828455, 0.74571, -28.368321, 0.338889, 0.836594, 0.022498, -0.022681, 1496957374.693600, 2.835620, 1.000000, 0.024667, 22.163729, 13.653772, 12.489362
0.824334, 0.74708, -28.368462, 0.338889, 0.697852, 0.022498, 0.000000, 1496957374.704100, 2.835720, 1.000000, 0.028056, 22.163729, 13.675136, 12.489362
0.820131, 0.74848, -28.368583, 0.363889, 0.722276, 0.022383, -0.031684, 1496957374.714600, 2.835855, 1.000000, 0.031694, 22.261387, 13.675136, 12.425532
0.81583, 0.7499, -28.368701, 0.363889, 0.858754, 0.022383, 0.000000, 1496957374.724200, 2.835976, 1.000000, 0.035333, 22.261387, 13.684291, 12.425532
0.8114, 0.75136, -28.368819, 0.388889, 1.079375, 0.022306, -0.019764, 1496957374.733800, 2.836136, 1.000000, 0.039222, 22.212559, 13.684291, 12.382978
0.806857, 0.75285, -28.368958, 0.388889, 1.169263, 0.022306, 0.000000, 1496957374.744400, 2.836275, 1.000000, 0.043111, 22.212559, 13.699550, 12.382978
0.802227, 0.75435, -28.369088, 0.411111, 1.076318, 0.022229, -0.018695, 1496957374.753900, 2.836416, 1.000000, 0.047222, 22.273594, 13.699550, 12.340425
0.797518, 0.75587, -28.369217, 0.411111, 0.955823, 0.022229, 0.000000, 1496957374.764400, 2.836458, 1.000000, 0.051333, 22.273594, 13.665980, 12.340425
0.792717, 0.75743, -28.369343, 0.433333, 0.936041, 0.022114, -0.026604, 1496957374.773900, 2.836620, 1.000000, 0.055667, 22.188145, 13.665980, 12.276596
0.78782, 0.75903, -28.369453, 0.433333, 0.968690, 0.022114, 0.000000, 1496957374.784500, 2.836713, 1.000000, 0.060000, 22.188145, 13.685817, 12.276596
0.782841, 0.76065, -28.369563, 0.458333, 0.921227, 0.022037, -0.016768, 1496957374.794100, 2.836889, 1.000000, 0.064583, 22.346838, 13.685817, 12.234042
0.777794, 0.76227, -28.369685, 0.458333, 0.803813, 0.022037, 0.000000, 1496957374.803500, 2.837025, 1.000000, 0.069167, 22.346838, 13.708705, 12.234042
0.772648, 0.76392, -28.369826, 0.480556, 0.866057, 0.021960, -0.015992, 1496957374.814100, 2.837151, 1.000000, 0.073972, 22.407873, 13.708705, 12.191489
0.767385, 0.76563, -28.369966, 0.480556, 1.051542, 0.021960, 0.000000, 1496957374.824600, 2.837278, 1.000000, 0.078778, 22.407873, 13.658351, 12.191489
0.762008, 0.76739, -28.370087, 0.491667, 1.170272, 0.021845, -0.023445, 1496957374.834200, 2.837421, 1.000000, 0.083694, 22.493324, 13.658351, 12.127660
0.756529, 0.76915, -28.370233, 0.491667, 1.144834, 0.021845, 0.000000, 1496957374.843700, 2.837606, 1.000000, 0.088611, 22.493324, 13.698024, 12.127660
0.750946, 0.77093, -28.370402, 0.525000, 1.095471, 0.021768, -0.014637, 1496957374.854200, 2.837770, 1.000000, 0.093861, 22.481117, 13.698024, 12.085107
0.745243, 0.77276, -28.370576, 0.525000, 1.173038, 0.021768, 0.000000, 1496957374.863700, 2.837893, 1.000000, 0.099111, 22.481117, 13.740749, 12.085107
0.739419, 0.77466, -28.370696, 0.547222, 1.241507, 0.021691, -0.014043, 1496957374.874200, 2.838038, 1.000000, 0.104583, 22.554359, 13.740749, 12.042553
0.733494, 0.77655, -28.370809, 0.547222, 1.143265, 0.021691, 0.000000, 1496957374.883700, 2.838250, 1.000000, 0.110056, 22.554359, 13.678187, 12.042553
0.727492, 0.77846, -28.370998, 0.547222, 0.973106, 0.021691, 0.000000, 1496957374.894600, 2.838405, 1.000000, 0.115528, 22.554359, 13.678187, 12.042553
0.721406, 0.78041, -28.371137, 0.572222, 0.915780, 0.021614, -0.013428, 1496957374.904200, 2.838532, 1.000000, 0.121250, 22.554359, 13.636988, 12.000000
0.715221, 0.78241, -28.371252, 0.594444, 0.958832, 0.021537, -0.012926, 1496957374.913700, 2.838692, 1.000000, 0.127194, 22.688641, 13.636988, 11.957447
0.708952, 0.78443, -28.371375, 0.594444, 0.934298, 0.021537, 0.000000, 1496957374.924200, 2.838885, 1.000000, 0.133139, 22.688641, 13.711757, 11.957447
0.702577, 0.78648, -28.371478, 0.616667, 0.994907, 0.021422, -0.018690, 1496957374.933800, 2.839042, 1.000000, 0.139306, 22.774090, 13.711757, 11.893617
0.696088, 0.78857, -28.371583, 0.616667, 1.091557, 0.021422, 0.000000, 1496957374.944400, 2.839232, 1.000000, 0.145472, 22.774090, 13.722439, 11.893617
0.68949, 0.79068, -28.371731, 0.636111, 1.146401, 0.021345, -0.012079, 1496957374.954000, 2.839434, 1.000000, 0.151833, 22.798504, 13.722439, 11.851064
0.682781, 0.79282, -28.371801, 0.636111, 1.143791, 0.021345, 0.000000, 1496957374.964500, 2.839565, 1.000000, 0.158194, 22.798504, 13.678187, 11.851064
0.675966, 0.79499, -28.371892, 0.655556, 1.140102, 0.021230, -0.017580, 1496957374.974100, 2.839761, 1.000000, 0.164750, 22.810711, 13.678187, 11.787234
0.669048, 0.79719, -28.372038, 0.655556, 1.117951, 0.021230, 0.000000, 1496957374.983600, 2.839949, 1.000000, 0.171306, 22.810711, 13.736172, 11.787234
0.662033, 0.79942, -28.372120, 0.677778, 1.072928, 0.021115, -0.017003, 1496957374.994000, 2.840134, 1.000000, 0.178083, 22.871748, 13.736172, 11.723404
0.654907, 0.80168, -28.372237, 0.677778, 1.073048, 0.021115, 0.000000, 1496957375.004400, 2.840296, 1.000000, 0.184861, 22.871748, 13.673610, 11.723404
0.647681, 0.80398, -28.372378, 0.702778, 1.085170, 0.021000, -0.016397, 1496957375.013900, 2.840491, 1.000000, 0.191889, 22.920576, 13.673610, 11.659575
0.640368, 0.8063, -28.372450, 0.702778, 1.022522, 0.021000, 0.000000, 1496957375.024500, 2.840677, 1.000000, 0.198917, 22.920576, 13.655298, 11.659575
0.632939, 0.80866, -28.372600, 0.725000, 1.063223, 0.020884, -0.015894, 1496957375.034000, 2.840929, 1.000000, 0.206167, 22.883955, 13.655298, 11.595745
0.625403, 0.81105, -28.372750, 0.725000, 1.130209, 0.020884, 0.000000, 1496957375.043500, 2.841130, 1.000000, 0.213417, 22.883955, 13.708705, 11.595745
0.617751, 0.81348, -28.372863, 0.747222, 1.164882, 0.020731, -0.020561, 1496957375.054100, 2.841287, 1.000000, 0.220889, 22.969406, 13.708705, 11.510638
0.609992, 0.81593, -28.373019, 0.747222, 1.145897, 0.020731, 0.000000, 1496957375.063500, 2.841492, 1.000000, 0.228361, 22.969406, 13.691920, 11.510638
0.602125, 0.81843, -28.373117, 0.772222, 1.146585, 0.020577, -0.019894, 1496957375.074100, 2.841682, 1.000000, 0.236083, 23.030441, 13.691920, 11.425532
0.593995, 0.82097, -28.373242, 0.772222, 1.129677, 0.020577, 0.000000, 1496957375.083600, 2.841678, 1.000000, 0.243806, 23.030441, 13.665980, 11.425532
0.58568, 0.82353, -28.373310, 0.797222, 1.139351, 0.020462, -0.014452, 1496957375.094200, 2.841913, 1.000000, 0.251778, 22.969406, 13.665980, 11.361702
0.577255, 0.82613, -28.373398, 0.797222, 1.164346, 0.020462, 0.000000, 1496957375.103800, 2.842112, 1.000000, 0.259750, 22.969406, 13.614100, 11.361702
0.568711, 0.82875, -28.373503, 0.822222, 1.186266, 0.020308, -0.018683, 1496957375.114300, 2.842337, 1.000000, 0.267972, 23.054855, 13.614100, 11.276596
0.56006, 0.83142, -28.373572, 0.822222, 1.181287, 0.020308, 0.000000, 1496957375.123800, 2.842558, 1.000000, 0.276194, 23.054855, 13.684291, 11.276596
0.551301, 0.8341, -28.373708, 0.844444, 1.138158, 0.020155, -0.018191, 1496957375.134400, 2.842818, 1.000000, 0.284639, 23.189137, 13.684291, 11.191489
0.542429, 0.83682, -28.373784, 0.844444, 1.144505, 0.020155, 0.000000, 1496957375.143900, 2.842999, 1.000000, 0.293083, 23.189137, 13.688869, 11.191489
0.533449, 0.83958, -28.373916, 0.869444, 1.146625, 0.020001, -0.017666, 1496957375.154400, 2.843269, 1.000000, 0.301778, 23.262379, 13.688869, 11.106383
0.524347, 0.84238, -28.374008, 0.869444, 1.197490, 0.020001, 0.000000, 1496957375.164100, 2.843516, 1.000000, 0.310472, 23.262379, 13.698024, 11.106383
0.515116, 0.84521, -28.374137, 0.897222, 1.274330, 0.019847, -0.017119, 1496957375.174700, 2.843717, 1.000000, 0.319444, 23.433279, 13.698024, 11.021276
0.505772, 0.84807, -28.374267, 0.897222, 1.247283, 0.019847, 0.000000, 1496957375.184300, 2.843930, 1.000000, 0.328417, 23.433279, 13.684291, 11.021276
0.496302, 0.85097, -28.374380, 0.922222, 1.282361, 0.019694, -0.016654, 1496957375.193900, 2.844155, 1.000000, 0.337639, 23.530937, 13.684291, 10.936171
0.486723, 0.85389, -28.374527, 0.922222, 1.207899, 0.019694, 0.000000, 1496957375.204300, 2.844355, 1.000000, 0.346861, 23.530937, 13.643091, 10.936171
0.477007, 0.85687, -28.374616, 0.950000, 1.287314, 0.019502, -0.020208, 1496957375.213900, 2.844613, 1.000000, 0.356361, 23.421072, 13.643091, 10.829787
0.467168, 0.85986, -28.374753, 0.950000, 1.291178, 0.019502, 0.000000, 1496957375.224500, 2.844819, 1.000000, 0.365861, 23.421072, 13.722439, 10.829787
0.457195, 0.86289, -28.374864, 0.963889, 1.343269, 0.019348, -0.015932, 1496957375.234000, 2.845049, 1.000000, 0.375500, 23.518730, 13.722439, 10.744680
0.447095, 0.86595, -28.374985, 0.963889, 1.319264, 0.019348, 0.000000, 1496957375.244600, 2.845264, 1.000000, 0.385139, 23.518730, 13.676661, 10.744680
0.436873, 0.86905, -28.375106, 1.002778, 1.298833, 0.019156, -0.019142, 1496957375.254100, 2.845474, 1.000000, 0.395167, 23.640802, 13.676661, 10.638298
0.426539, 0.87217, -28.375211, 1.002778, 1.222126, 0.019156, 0.000000, 1496957375.263600, 2.845679, 1.000000, 0.405194, 23.640802, 13.678187, 10.638298
0.416094, 0.87533, -28.375300, 1.027778, 1.178429, 0.019003, -0.014940, 1496957375.274100, 2.845903, 1.000000, 0.415472, 23.738461, 13.678187, 10.553191
0.405537, 0.87852, -28.375402, 1.027778, 1.171827, 0.019003, 0.000000, 1496957375.283600, 2.846138, 1.000000, 0.425750, 23.738461, 13.678187, 10.553191
0.394855, 0.88175, -28.375483, 1.050000, 1.215696, 0.018811, -0.018279, 1496957375.294100, 2.846359, 1.000000, 0.436250, 23.848326, 13.678187, 10.446809
0.384047, 0.885, -28.375581, 1.050000, 1.245199, 0.018811, 0.000000, 1496957375.303500, 2.846600, 1.000000, 0.446750, 23.848326, 13.681239, 10.446809
0.373097, 0.8883, -28.375653, 1.075000, 1.362725, 0.018619, -0.017853, 1496957375.314100, 2.846814, 1.000000, 0.457500, 23.921568, 13.681239, 10.340425
0.362026, 0.89163, -28.375761, 1.075000, 1.346405, 0.018619, 0.000000, 1496957375.323600, 2.847040, 1.000000, 0.468250, 23.921568, 13.685817, 10.340425
0.350816, 0.895, -28.375828, 1.100000, 1.378651, 0.018389, -0.020935, 1496957375.334100, 2.847288, 1.000000, 0.479250, 23.860533, 13.685817, 10.212766
0.339472, 0.89839, -28.375960, 1.100000, 1.386195, 0.018389, 0.000000, 1496957375.343600, 2.847521, 1.000000, 0.490250, 23.860533, 13.627832, 10.212766
0.327998, 0.90182, -28.376074, 1.127778, 1.384518, 0.018197, -0.017015, 1496957375.354100, 2.847736, 1.000000, 0.501528, 23.884947, 13.627832, 10.106383
0.316397, 0.90528, -28.376179, 1.127778, 1.340746, 0.018197, 0.000000, 1496957375.363600, 2.847974, 1.000000, 0.512806, 23.884947, 13.688869, 10.106383
0.304664, 0.90877, -28.376331, 1.155556, 1.357396, 0.017851, -0.029889, 1496957375.373800, 2.848241, 1.000000, 0.524361, 23.933775, 13.688869, 9.914893
0.292798, 0.9123, -28.376474, 1.155556, 1.363371, 0.017851, 0.000000, 1496957375.384300, 2.848470, 1.000000, 0.535917, 23.933775, 13.731594, 9.914893
0.280791, 0.91586, -28.376626, 1.186111, 1.396016, 0.017621, -0.019411, 1496957375.393900, 2.848704, 1.000000, 0.547778, 23.909361, 13.731594, 9.787234
0.268652, 0.91947, -28.376795, 1.186111, 1.423190, 0.017621, 0.000000, 1496957375.404500, 2.848943, 1.000000, 0.559639, 23.909361, 13.653772, 9.787234
0.256372, 0.92312, -28.376949, 1.213889, 1.437165, 0.017353, -0.022126, 1496957375.413900, 2.849201, 1.000000, 0.571778, 24.031433, 13.653772, 9.638298
0.243956, 0.9268, -28.377117, 1.213889, 1.432979, 0.017353, 0.000000, 1496957375.424500, 2.849429, 1.000000, 0.583917, 24.031433, 13.682765, 9.638298
0.231388, 0.93052, -28.377305, 1.244444, 1.469919, 0.017084, -0.021581, 1496957375.434100, 2.849713, 1.000000, 0.596361, 23.921568, 13.682765, 9.489362
0.218695, 0.93427, -28.377466, 1.244444, 1.434446, 0.017084, 0.000000, 1496957375.443500, 2.849948, 1.000000, 0.608806, 23.921568, 13.731594, 9.489362
0.205856, 0.93808, -28.377669, 1.275000, 1.442190, 0.016777, -0.024071, 1496957375.454000, 2.850217, 1.000000, 0.621556, 23.933775, 13.731594, 9.319149
0.192884, 0.94191, -28.377800, 1.275000, 1.408717, 0.016777, 0.000000, 1496957375.464600, 2.850474, 1.000000, 0.634306, 23.933775, 13.723965, 9.319149
0.179783, 0.94578, -28.377991, 1.302778, 1.382331, 0.016470, -0.023556, 1496957375.474300, 2.850759, 1.000000, 0.647333, 24.019226, 13.723965, 9.148936
0.166547, 0.94968, -28.378125, 1.302778, 1.372364, 0.016470, 0.000000, 1496957375.483700, 2.850996, 1.000000, 0.660361, 24.019226, 13.687343, 9.148936
0.153178, 0.95363, -28.378289, 1.327778, 1.390139, 0.016202, -0.020222, 1496957375.494200, 2.851288, 1.000000, 0.673639, 23.982605, 13.687343, 9.000000
0.139676, 0.95761, -28.378428, 1.327778, 1.395078, 0.016202, 0.000000, 1496957375.503500, 2.851553, 1.000000, 0.686917, 23.982605, 13.673610, 9.000000
0.112256, 0.96567, -28.378717, 1.358333, 1.422694, 0.015895, -0.022589, 1496957375.514300, 2.852035, 1.000000, 0.700500, 24.068056, 13.673610, 8.829787
0.112256, 0.96567, -28.378717, 1.358333, 1.422694, 0.015895, 0.000000, 1496957375.523800, 2.852035, 1.000000, 0.714083, 24.068056, 13.661403, 8.829787
0.098324, 0.96976, -28.378866, 1.386111, 1.472362, 0.015588, -0.022135, 1496957375.534300, 2.852299, 1.000000, 0.727944, 24.031433, 13.661403, 8.659575
0.084249, 0.97388, -28.378991, 1.386111, 1.492228, 0.015588, 0.000000, 1496957375.543800, 2.852557, 1.000000, 0.741806, 24.031433, 13.723965, 8.659575
0.070035, 0.97802, -28.379129, 1.416667, 1.463343, 0.015243, -0.024363, 1496957375.554300, 2.852825, 1.000000, 0.755972, 24.019226, 13.723965, 8.468085
0.055677, 0.98221, -28.379259, 1.416667, 1.471114, 0.015243, 0.000000, 1496957375.563800, 2.853063, 1.000000, 0.770139, 24.019226, 13.667506, 8.468085
0.041181, 0.98643, -28.379376, 1.444444, 1.451639, 0.014936, -0.021238, 1496957375.573500, 2.853341, 1.000000, 0.784583, 24.055847, 13.667506, 8.297873
0.02654, 0.99068, -28.379495, 1.444444, 1.458197, 0.014936, 0.000000, 1496957375.584100, 2.853568, 1.000000, 0.799028, 24.055847, 13.704127, 8.297873
0.011776, 0.99497, -28.379608, 1.475000, 1.387880, 0.014591, -0.023395, 1496957375.593500, 2.853795, 1.000000, 0.813778, 24.068056, 13.704127, 8.106383
-0.003137, 0.9993, -28.379728, 1.475000, 1.433107, 0.014591, 0.000000, 1496957375.604200, 2.854039, 1.000000, 0.828528, 24.068056, 13.698024, 8.106383
-0.018179, 1.00367, -28.379819, 1.505556, 1.413793, 0.014246, -0.022919, 1496957375.613600, 2.854315, 1.000000, 0.843583, 24.031433, 13.698024, 7.914894
-0.033374, 1.00809, -28.379933, 1.505556, 1.474462, 0.014246, 0.000000, 1496957375.624100, 2.854563, 1.000000, 0.858639, 24.031433, 13.694972, 7.914894
-0.04871, 1.01253, -28.380024, 1.519444, 1.472502, 0.013901, -0.022707, 1496957375.633600, 2.854771, 1.000000, 0.873833, 24.068056, 13.694972, 7.723404
-0.064201, 1.01704, -28.380134, 1.519444, 1.561093, 0.013901, 0.000000, 1496957375.644100, 2.855030, 1.000000, 0.889028, 24.068056, 13.682765, 7.723404
-0.079822, 1.02156, -28.380188, 1.566667, 1.481299, 0.013518, -0.024468, 1496957375.653600, 2.855256, 1.000000, 0.904694, 24.043640, 13.682765, 7.510638
-0.095586, 1.02614, -28.380288, 1.566667, 1.481777, 0.013518, 0.000000, 1496957375.664100, 2.855519, 1.000000, 0.920361, 24.043640, 13.713283, 7.510638
-0.111496, 1.03075, -28.380333, 1.600000, 1.458794, 0.013134, -0.023956, 1496957375.673500, 2.855751, 1.000000, 0.936361, 24.068056, 13.713283, 7.297873
-0.127552, 1.0354, -28.380426, 1.600000, 1.490949, 0.013134, 0.000000, 1496957375.684100, 2.855994, 1.000000, 0.952361, 24.068056, 13.713283, 7.297873
-0.143753, 1.04009, -28.380459, 1.627778, 1.501174, 0.012751, -0.023546, 1496957375.693500, 2.856264, 1.000000, 0.968639, 24.068056, 13.713283, 7.085106
-0.160097, 1.04482, -28.380522, 1.627778, 1.485558, 0.012751, 0.000000, 1496957375.704000, 2.856502, 1.000000, 0.984917, 24.068056, 13.684291, 7.085106
-0.176578, 1.04957, -28.380535, 1.658333, 1.463823, 0.012406, -0.020799, 1496957375.713500, 2.856748, 1.000000, 1.001500, 24.080263, 13.684291, 6.893617
-0.193212, 1.05438, -28.380564, 1.658333, 1.490200, 0.012406, 0.000000, 1496957375.724100, 2.856963, 1.000000, 1.018083, 24.080263, 13.722439, 6.893617
-0.209985, 1.05921, -28.380539, 1.688889, 1.471525, 0.012061, -0.020421, 1496957375.733500, 2.857214, 1.000000, 1.034972, 24.068056, 13.722439, 6.702127
-0.226906, 1.06407, -28.380527, 1.688889, 1.462200, 0.012061, 0.000000, 1496957375.744100, 2.857477, 1.000000, 1.051861, 24.068056, 13.691920, 6.702127
-0.243956, 1.06897, -28.380479, 1.716667, 1.422519, 0.011755, -0.017857, 1496957375.753500, 2.857669, 1.000000, 1.069028, 24.068056, 13.691920, 6.531915
-0.261151, 1.07389, -28.380420, 1.716667, 1.417379, 0.011755, 0.000000, 1496957375.764000, 2.857906, 1.000000, 1.086194, 24.068056, 13.664454, 6.531915
-0.278484, 1.07886, -28.380331, 1.744444, 1.448063, 0.011448, -0.017572, 1496957375.774600, 2.858149, 1.000000, 1.103639, 24.068056, 13.664454, 6.361702
-0.295953, 1.08385, -28.380237, 1.744444, 1.394881, 0.011448, 0.000000, 1496957375.784200, 2.858372, 1.000000, 1.121083, 24.068056, 13.644617, 6.361702
-0.313553, 1.08887, -28.380120, 1.772222, 1.384347, 0.011180, -0.015134, 1496957375.793700, 2.858578, 1.000000, 1.138806, 24.055847, 13.644617, 6.212766
-0.331296, 1.09391, -28.380002, 1.772222, 1.375013, 0.011180, 0.000000, 1496957375.804200, 2.858779, 1.000000, 1.156528, 24.055847, 13.679713, 6.212766
-0.349185, 1.09901, -28.379884, 1.802778, 1.470176, 0.010912, -0.014876, 1496957375.813800, 2.858984, 1.000000, 1.174556, 24.031433, 13.679713, 6.063830
-0.36722, 1.10411, -28.379734, 1.802778, 1.459046, 0.010912, 0.000000, 1496957375.824300, 2.859213, 1.000000, 1.192583, 24.031433, 13.708705, 6.063830
-0.385398, 1.10927, -28.379626, 1.833333, 1.513415, 0.010644, -0.014628, 1496957375.833800, 2.859405, 1.000000, 1.210917, 24.068056, 13.708705, 5.914894
-0.40372, 1.11444, -28.379523, 1.833333, 1.487178, 0.010644, 0.000000, 1496957375.844400, 2.859636, 1.000000, 1.229250, 24.068056, 13.691920, 5.914894
-0.4222, 1.11966, -28.379463, 1.863889, 1.546386, 0.010375, -0.014387, 1496957375.853900, 2.859837, 1.000000, 1.247889, 24.031433, 13.691920, 5.765957
-0.440822, 1.12491, -28.379384, 1.863889, 1.529809, 0.010375, 0.000000, 1496957375.864400, 2.860044, 1.000000, 1.266528, 24.031433, 13.701076, 5.765957
-0.459598, 1.13021, -28.379343, 1.894444, 1.574303, 0.010107, -0.014155, 1496957375.874300, 2.860283, 1.000000, 1.285472, 24.043640, 13.701076, 5.617021
-0.478508, 1.13553, -28.379331, 1.894444, 1.482609, 0.010107, 0.000000, 1496957375.883800, 2.860452, 1.000000, 1.304417, 24.043640, 13.665980, 5.617021
-0.497576, 1.1409, -28.379350, 1.925000, 1.535935, 0.009916, -0.009950, 1496957375.894200, 2.860671, 1.000000, 1.323667, 24.080263, 13.665980, 5.510638
-0.516775, 1.1463, -28.379359, 1.925000, 1.479308, 0.009916, 0.000000, 1496957375.903700, 2.860872, 1.000000, 1.342917, 24.080263, 13.690394, 5.510638
-0.536128, 1.15176, -28.379454, 1.952778, 1.552305, 0.009724, -0.009808, 1496957375.914300, 2.861074, 1.000000, 1.362444, 24.031433, 13.690394, 5.404255
-0.555622, 1.15725, -28.379481, 1.952778, 1.500227, 0.009724, 0.000000, 1496957375.923800, 2.861320, 1.000000, 1.381972, 24.031433, 13.629358, 5.404255
-0.575262, 1.16279, -28.379603, 1.983333, 1.520437, 0.009494, -0.011588, 1496957375.934300, 2.861503, 1.000000, 1.401806, 24.031433, 13.629358, 5.276596
-0.595041, 1.16836, -28.379640, 1.983333, 1.468405, 0.009494, 0.000000, 1496957375.943800, 2.861715, 1.000000, 1.421639, 24.031433, 13.658351, 5.276596
-0.614963, 1.17397, -28.379784, 2.013889, 1.476530, 0.009303, -0.009510, 1496957375.954400, 2.861920, 1.000000, 1.441778, 24.068056, 13.658351, 5.170213
-0.635029, 1.17962, -28.379839, 2.013889, 1.476920, 0.009303, 0.000000, 1496957375.963900, 2.862157, 1.000000, 1.461917, 24.068056, 13.669032, 5.170213
-0.655228, 1.18531, -28.379934, 2.047222, 1.445340, 0.009111, -0.009354, 1496957375.974600, 2.862357, 1.000000, 1.482389, 24.055847, 13.669032, 5.063830
-0.675557, 1.19104, -28.379998, 2.047222, 1.418875, 0.009111, 0.000000, 1496957375.984200, 2.862618, 1.000000, 1.502861, 24.055847, 13.658351, 5.063830
-0.696059, 1.19681, -28.380054, 2.075000, 1.485185, 0.008843, -0.012920, 1496957375.994500, 2.862782, 1.000000, 1.523611, 24.092470, 13.658351, 4.914894
-0.71667, 1.20261, -28.380101, 2.075000, 1.398118, 0.008843, 0.000000, 1496957376.003900, 2.863039, 1.000000, 1.544361, 24.092470, 13.754482, 4.914894
-0.737437, 1.20843, -28.380143, 2.102778, 1.441214, 0.008575, -0.012749, 1496957376.014500, 2.863216, 1.000000, 1.565389, 24.068056, 13.754482, 4.765957
-0.758327, 1.21429, -28.380178, 2.102778, 1.391089, 0.008575, 0.000000, 1496957376.024000, 2.863441, 1.000000, 1.586417, 24.068056, 13.694972, 4.765957
-0.779379, 1.22017, -28.380215, 2.133333, 1.455567, 0.008307, -0.012566, 1496957376.034600, 2.863648, 1.000000, 1.607750, 24.092470, 13.694972, 4.617021
-0.800561, 1.22607, -28.380199, 2.133333, 1.427385, 0.008307, 0.000000, 1496957376.044200, 2.863851, 1.000000, 1.629083, 24.092470, 13.696498, 4.617021
-0.821901, 1.232, -28.380230, 2.161111, 1.463358, 0.008039, -0.012404, 1496957376.053600, 2.864060, 1.000000, 1.650694, 24.043640, 13.696498, 4.468085
-0.843366, 1.23796, -28.380151, 2.161111, 1.396880, 0.008039, 0.000000, 1496957376.064100, 2.864284, 1.000000, 1.672306, 24.043640, 13.652246, 4.468085
-0.864988, 1.24393, -28.380144, 2.191667, 1.454287, 0.007733, -0.013978, 1496957376.073600, 2.864431, 1.000000, 1.694222, 24.116884, 13.652246, 4.297873
-0.887188, 1.2497, -28.380094, 2.191667, 1.399056, 0.007733, 0.000000, 1496957376.084100, 2.868314, 1.000000, 1.716139, 24.116884, 13.667506, 4.297873
-0.909693, 1.25543, -28.380045, 2.222222, 1.390177, 0.007388, -0.015509, 1496957376.093600, 2.868510, 1.000000, 1.738361, 24.129091, 13.667506, 4.106383
-0.932337, 1.26117, -28.379912, 2.222222, 1.369507, 0.007388, 0.000000, 1496957376.104200, 2.868677, 1.000000, 1.760583, 24.129091, 13.656825, 4.106383
-0.955113, 1.26695, -28.379816, 2.250000, 1.374260, 0.007082, -0.013615, 1496957376.113700, 2.868862, 1.000000, 1.783083, 24.177919, 13.656825, 3.936170
-0.978012, 1.27274, -28.379652, 2.250000, 1.304604, 0.007082, 0.000000, 1496957376.124300, 2.868999, 1.000000, 1.805583, 24.177919, 13.623255, 3.936170
-1.00105, 1.27856, -28.379504, 2.277778, 1.357223, 0.006775, -0.013448, 1496957376.133800, 2.869195, 1.000000, 1.828361, 24.214542, 13.623255, 3.765957
-1.02422, 1.2844, -28.379280, 2.277778, 1.302903, 0.006775, 0.000000, 1496957376.144400, 2.869385, 1.000000, 1.851139, 24.214542, 13.682765, 3.765957
-1.04752, 1.29028, -28.379098, 2.305556, 1.338038, 0.006431, -0.014946, 1496957376.153900, 2.869518, 1.000000, 1.874194, 24.153505, 13.682765, 3.574468
-1.07095, 1.29618, -28.378882, 2.305556, 1.316035, 0.006431, 0.000000, 1496957376.164400, 2.869693, 1.000000, 1.897250, 24.153505, 13.682765, 3.574468
-1.09452, 1.30215, -28.378699, 2.333333, 1.410045, 0.006125, -0.013127, 1496957376.174000, 2.869866, 1.000000, 1.920583, 24.202335, 13.682765, 3.404255
-1.1182, 1.30816, -28.378497, 2.333333, 1.341994, 0.006125, 0.000000, 1496957376.184500, 2.870058, 1.000000, 1.943917, 24.202335, 13.719387, 3.404255
-1.14204, 1.31421, -28.378341, 2.361111, 1.427005, 0.005780, -0.014594, 1496957376.194100, 2.870184, 1.000000, 1.967528, 24.141298, 13.719387, 3.212766
-1.16598, 1.3203, -28.378183, 2.361111, 1.347170, 0.005780, 0.000000, 1496957376.203600, 2.870347, 1.000000, 1.991139, 24.141298, 13.676661, 3.212766
-1.19007, 1.32645, -28.378088, 2.388889, 1.405765, 0.005435, -0.014423, 1496957376.214100, 2.870529, 1.000000, 2.015028, 24.214542, 13.676661, 3.021277
